Sample_Id	Sample_Desc	Processed_Sample	Processed_Sample (With Scientific Name)	Matched_Components	Match_Status(Macro Level)
51_T20	stevia	stevia	stevia	['44710 - steviol glucoside (efsa foodex2):FOODON_03544471']	Full Term Match
51_T23	coconut oil	coconut oil	coconut oil	['coconut oil:FOODON_03310046']	Full Term Match
51_T28	coconut oil	coconut oil	coconut oil	['coconut oil:FOODON_03310046']	Full Term Match
52_T13	whole grain bread	whole grain bread	whole grain bread	['whole grain bread:FOODON_00003923']	Full Term Match
52_T15	provolone cheese	provolone cheese	provolone cheese	['provolone cheese:FOODON_03302916']	Full Term Match
52_T16	Tabasco	tabasco	tabasco	[]	No Match
52_T17	pesto sauce	pesto sauce	pesto sauce	['pesto sauce:FOODON_03310218']	Full Term Match
52_T18	spinach	spinach	spinach {spinacia oleracea}	['spinacia oleracea:NCBITAXON_3562']	Full Term Match
52_T21	olive oil	olive oil	olive oil	['olive oil:FOODON_03301826']	Full Term Match
53_T8	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
53_T19	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
53_T22	graham cracker crumbs	graham cracker crumb	graham cracker crumb	['cracker:FOODON_00002711']	Component Match
53_T24	vanilla	vanilla	vanilla	['vanilla:NCBITAXON_51238']	Full Term Match
53_T26	cream cheese	cream cheese	cream cheese	['cream cheese:FOODON_03301889']	Full Term Match
53_T27	cherry pie filling	cherry pie filling	cherry pie filling	['cherry pie:FOODON_00001720', 'pie filling:FOODON_03306766']	Component Match
53_T30	whipped dream whipped topping	whipped dream topping	whipped dream topping	['whipped topping:FOODON_03302772']	Component Match
54_T1	raspberries	raspberry	raspberry	['raspberry (whole, raw):FOODON_03307119']	Full Term Match
54_T3	kosher salt	kosher salt	kosher salt	['salt:CHEBI_24866']	Component Match
54_T6	vanilla extract	vanilla extract	vanilla extract	['vanilla:NCBITAXON_51238']	Component Match
54_T7	eggs	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
54_T18	cream	cream	cream	['cream food product:FOODON_00001216']	Full Term Match
54_T21	chocolate chips	chocolate chips	chocolate chips	['38900 - fries (finger chips) (efsa foodex2):FOODON_03543890', 'chocolate:FOODON_03307240']	Component Match
54_T23	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
54_T14	heavy cream	heavy cream	heavy cream	['heavy cream:FOODON_03310795']	Full Term Match
55_T3	Angostura bitters	angostura bitter	angostura bitter	['angostura:NCBITAXON_549409']	Component Match
55_T11	pineapple juice	pineapple juice	pineapple {ananas comosus} juice	['31760 - juice, pineapple (efsa foodex2):FOODON_03543176']	Full Term Match
55_T14	rum	rum	rum	['rum:FOODON_03301614']	Full Term Match
55_T18	ginger	ginger	ginger {zingiber officinale}	['zingiber officinale:NCBITAXON_94328']	Full Term Match
55_T6	one part sugar  one part water simple syrup	one part sugar water simple syrup	one part sugar water simple syrup	['sugar:FOODON_03420108', 'syrup:FOODON_03303225', 'water:CHEBI_15377']	Component Match
56_T2	vanilla	vanilla	vanilla	['vanilla:NCBITAXON_51238']	Full Term Match
56_T4	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
56_T7	eggs	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
56_T10	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
56_T12	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
56_T18	chocolate	chocolate	chocolate	['chocolate:FOODON_03307240']	Full Term Match
56_T23	chocolate	chocolate	chocolate	['chocolate:FOODON_03307240']	Full Term Match
57_T1	club soda	club soda	club soda	['club soda:FOODON_03304065']	Full Term Match
57_T3	water	water	water	['water:CHEBI_15377']	Full Term Match
57_T5	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
57_T11	rhubarb	rhubarb	rhubarb	['rheum rhabarbarum:NCBITAXON_3621']	Full Term Match
58_T13	avocado oil	avocado oil	avocado {persea americana} oil	['avocado oil:FOODON_03311438']	Full Term Match
58_T15	kosher salt	kosher salt	kosher salt	['salt:CHEBI_24866']	Component Match
58_T16	garlic powder	garlic powder	garlic {allium sativum} powder	['garlic powder:FOODON_03301844']	Full Term Match
58_T17	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
58_T19	Worcestershire sauce	worcestershire sauce	worcestershire sauce	['worcestershire sauce:FOODON_03305003']	Full Term Match
58_T20	top sirloin steak	top sirloin steak	top sirloin steak	['sirloin:FOODON_03530027']	Component Match
59_T2	raspberries	raspberry	raspberry	['raspberry (whole, raw):FOODON_03307119']	Full Term Match
59_T7	Cool Whip	cool whip	cool whip	[]	No Match
59_T13	vanilla pudding	vanilla pudding	vanilla pudding	['pudding:FOODON_03301660', 'vanilla:NCBITAXON_51238']	Component Match
59_T15	pudding chocolate	pudding chocolate	pudding chocolate	['chocolate:FOODON_03307240', 'pudding:FOODON_03301660']	Component Match
59_T19	milk	milk	milk	['milk:UBERON_0001913']	Full Term Match
59_T22	raspberry sorbet	raspberry sorbet	raspberry sorbet	['raspberry (whole, raw):FOODON_03307119']	Component Match
59_T26	sherbet	sherbet	sherbet	['sherbet:FOODON_03302854']	Full Term Match
60_T11	triple sec	triple sec	triple sec	['triple sec:FOODON_00002551']	Full Term Match
60_T14	pomegranate juice	pomegranate juice	pomegranate {punica granatum} juice	['juice beverage:FOODON_03315552', 'punica granatum:NCBITAXON_22663']	Component Match
60_T16	sauce	sauce	sauce	['sauce:FOODON_03311146']	Full Term Match
60_T20	hornitos tequila	hornito tequila	hornito tequila	['tequila:FOODON_03304704']	Component Match
60_T13	simple syrup	simple syrup	simple syrup	['syrup:FOODON_03303225']	Component Match
61_T2	eggs	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
61_T4	cheddar cheese	cheddar cheese	cheddar cheese	['cheddar cheese:FOODON_03302458']	Full Term Match
61_T9	onion	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
61_T17	bell pepper	bell pepper	bell pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
61_T19	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
61_T20	ham	ham	ham	['ham food product:FOODON_00002502']	Full Term Match
62_T8	blood oranges	blood orange	blood orange	['blood orange (whole):FOODON_00004198']	Full Term Match
62_T18	blood orange juice	blood orange juice	blood orange juice	['blood orange (whole):FOODON_00004198', 'orange juice:FOODON_03301103']	Component Match
62_T20	lemon juice	lemon juice	lemon juice	['lemon juice:FOODON_03305428']	Full Term Match
62_T21	key lime juice	key lime juice	key lime juice	['lime (citrus) plant:FOODON_03411067', 'lime juice:FOODON_03306160']	Component Match
62_T22	agave syrup artificial sweetener	agave syrup artificial sweetener	agave syrup artificial sweetener	['agave food product:FOODON_00002423', 'sweetener (nonnutritive):FOODON_03315027', 'syrup:FOODON_03303225']	Component Match
62_T24	Grand Marnier	grand marnier	grand marnier	[]	No Match
62_T26	silver tequila	silver tequila	silver tequila	['tequila:FOODON_03304704']	Component Match
63_T6	water	water	water	['water:CHEBI_15377']	Full Term Match
63_T7	honey	honey	honey	['honey:UBERON_0036016']	Full Term Match
63_T8	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
63_T16	mixed nuts	mixed nut	mixed nut	['nuts (mixed):FOODON_03301367']	Full Term Match
63_T17	frozen miniature phyllo cups	frozen miniature phyllo cup	frozen miniature phyllo cup	['filo:FOODON_00003199', 'frozen:PATO_0001985']	Component Match
64_T1	milk	milk	milk	['milk:UBERON_0001913']	Full Term Match
64_T8	kosher salt	kosher salt	kosher salt	['salt:CHEBI_24866']	Component Match
64_T9	vanilla extract	vanilla extract	vanilla extract	['vanilla:NCBITAXON_51238']	Component Match
64_T13	vanilla bean paste	vanilla bean paste	vanilla bean paste	['bean paste:FOODON_03315362', 'vanilla bean (whole, raw):FOODON_03302056']	Component Match
64_T25	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
64_T28	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
64_T24	cereal	cereal	cereal	['cereal food product:FOODON_00001709']	Full Term Match
64_T30	marshmallows	marshmallow	marshmallow {althaea officinalis}	['marshmallow:FOODON_03305639']	Full Term Match
65_T1	onion	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
65_T6	oil	oil	oil	['oil:FOODON_03310387']	Full Term Match
65_T8	bell pepper	bell pepper	bell pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
65_T14	tortillas	tortilla	tortilla	['tortilla:FOODON_03307668']	Full Term Match
65_T17	water	water	water	['water:CHEBI_15377']	Full Term Match
65_T18	fajita seasoning mix	fajita seasoning mixture	fajita seasoning mixture	['fajita:FOODON_00003271', 'mixture:CHEBI_60004', 'seasoning:FOODON_03301189']	Component Match
65_T23	portobello mushrooms	portobello mushroom	portobello mushroom	['portobello mushroom:FOODON_00003464']	Full Term Match
66_T4	eggs	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
66_T12	sourdough bread	sourdough bread	sourdough bread	['sourdough bread:FOODON_03302481']	Full Term Match
66_T13	chives	chive	chive {allium schoenoprasum}	['chive leaf (whole, raw):FOODON_03311167']	Full Term Match
66_T16	ham	ham	ham	['ham food product:FOODON_00002502']	Full Term Match
66_T17	provolone chees	provolone chee	provolone chee	['provolone cheese:FOODON_03302916']	Component Match
67_T6	onions	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
67_T12	frozen puff pastry	frozen puff pastry	frozen puff pastry	['02910 - pastry based on laminated dough (efsa foodex2):FOODON_03540291', 'pastry (frozen):FOODON_03311040']	Component Match
67_T18	sun-dried tomato packed in oil	dried tomato packed in oil	dried tomato {solanum lycopersicum} packed in oil	['oil:FOODON_03310387', 'tomato (dried):FOODON_03316171']	Component Match
67_T22	sour cream	sour cream	sour cream	['sour cream:FOODON_03302515']	Full Term Match
67_T24	parmesan cheese	parmesan cheese	parmesan cheese	['parmesan cheese:FOODON_00003247']	Full Term Match
67_T25	e Gouda	gouda	e gouda	[]	No Match
67_T27	cooked ham	cooked ham	cooked ham	['ham (cooked):FOODON_03312046']	Full Term Match
68_T6	pork chops	pork chop	pork chop	['pork chop food product:FOODON_00001049']	Full Term Match
68_T11	pork chops	pork chop	pork chop	['pork chop food product:FOODON_00001049']	Full Term Match
68_T13	chicken broth	chicken broth	chicken {gallus gallus} broth	['chicken broth:FOODON_03303004']	Full Term Match
68_T15	seasoning onion soup	seasoning onion soup	seasoning onion {allium cepa} soup	['onion soup:FOODON_03304821', 'seasoning:FOODON_03301189']	Component Match
68_T17	cornstarch	cornstarch	cornstarch	[]	No Match
68_T18	water	water	water	['water:CHEBI_15377']	Full Term Match
69_T2	banana	banana	banana {musa x paradisiaca}	['musa x paradisiaca:NCBITAXON_89151']	Full Term Match
69_T6	flour	flour	flour	['flour food product:FOODON_00001056']	Full Term Match
69_T7	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
69_T8	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
69_T12	banana	banana	banana {musa x paradisiaca}	['musa x paradisiaca:NCBITAXON_89151']	Full Term Match
69_T13	vanilla essence	vanilla essence	vanilla essence	['vanilla:NCBITAXON_51238']	Component Match
70_T1	avocado	avocado	avocado {persea americana}	['persea americana:NCBITAXON_3435']	Full Term Match
70_T7	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
70_T12	parsley	parsley	parsley	['petroselinum crispum:NCBITAXON_4043']	Full Term Match
70_T14	onion	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
70_T18	lime	lime	lime	['lime (whole, raw):FOODON_03305086']	Full Term Match
70_T21	cherry tomato	cherry tomato	cherry tomato {solanum lycopersicum}	['miniature tomato plant:FOODON_03411608']	Full Term Match
71_T5	ice	ice	ice	['ice:ENVO_01001125']	Full Term Match
71_T6	vanilla extract	vanilla extract	vanilla extract	['vanilla:NCBITAXON_51238']	Component Match
71_T11	milk	milk	milk	['milk:UBERON_0001913']	Full Term Match
71_T14	coffee	coffee	coffee	['coffea arabica:NCBITAXON_13443']	Full Term Match
71_T19	cream	cream	cream	['cream food product:FOODON_00001216']	Full Term Match
71_T25	sugar substitute	sugar substitute	sugar substitute	['sugar substitute:FOODON_03315170']	Full Term Match
72_T5	pumpkin puree	pumpkin puree	pumpkin puree	['pumpkin (whole):FOODON_00003486']	Component Match
72_T6	water	water	water	['water:CHEBI_15377']	Full Term Match
72_T7	pumpkin pie spice	pumpkin pie spice	pumpkin pie spice	['pumpkin pie spice:FOODON_00002876']	Full Term Match
72_T12	cake mix	cake mixture	cake mixture	['cake mix:FOODON_03317068']	Full Term Match
72_T15	cake mix	cake mixture	cake mixture	['cake mix:FOODON_03317068']	Full Term Match
73_T7	kosher salt	kosher salt	kosher salt	['salt:CHEBI_24866']	Component Match
73_T9	prime rib roast	prime rib roast	prime rib roast	['rib:UBERON_0002228']	Component Match
74_T4	vodka	vodka	vodka	['vodka:FOODON_03305518']	Full Term Match
74_T5	cream Irish	cream irish	cream irish	['cream food product:FOODON_00001216', 'irish:HANCESTRO_0383']	Component Match
74_T9	espresso	espresso	espresso	[]	No Match
75_T2	peanut butter	peanut butter	peanut {arachis hypogaea} butter	['peanut butter:FOODON_03306867']	Full Term Match
75_T3	apple	apple	apple {malus domestica}	['malus domestica:NCBITAXON_3750']	Full Term Match
75_T9	peanut butter	peanut butter	peanut {arachis hypogaea} butter	['peanut butter:FOODON_03306867']	Full Term Match
75_T10	marshmallow	marshmallow	marshmallow {althaea officinalis}	['marshmallow:FOODON_03305639']	Full Term Match
76_T5	ice	ice	ice	['ice:ENVO_01001125']	Full Term Match
76_T6	maraschino cherry	maraschino cherry	maraschino cherry	['maraschino cherry:FOODON_03301256']	Full Term Match
76_T7	pineapple juice	pineapple juice	pineapple {ananas comosus} juice	['31760 - juice, pineapple (efsa foodex2):FOODON_03543176']	Full Term Match
76_T12	coconut milk	coconut milk	coconut milk	['coconut milk:FOODON_03303084']	Full Term Match
76_T13	coconut rum	coconut rum	coconut rum	['cocos nucifera:NCBITAXON_13894', 'rum:FOODON_03301614']	Component Match
76_T14	Midori melon liqueur	midori melon liqueur	midori melon liqueur	['liqueur:FOODON_03301008', 'melon (whole, raw):FOODON_03301593']	Component Match
77_T2	sun fish	fish	fish {actinopterygii}	['fish:FOODON_03411222']	Full Term Match
77_T13	buttermilk	buttermilk	buttermilk	['buttermilk food product:FOODON_00001067']	Full Term Match
77_T14	california garlic sal	california garlic sal	california garlic {allium sativum} sal	['allium sativum:NCBITAXON_4682']	Component Match
77_T15	paprika	paprika	paprika	['14050 - peppers, dried (efsa foodex2):FOODON_03541405']	Full Term Match
77_T16	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
77_T18	panko breadcrumbs	panko breadcrumb	panko breadcrumb	[]	No Match
77_T21	cooking spray	cooking spray	cooking spray	['food (cooked):FOODON_00001181']	Component Match
78_T13	pineapple juice	pineapple juice	pineapple {ananas comosus} juice	['31760 - juice, pineapple (efsa foodex2):FOODON_03543176']	Full Term Match
78_T15	Southern Comfort	southern comfort	southern comfort	[]	No Match
78_T16	orange juice	orange juice	orange juice	['orange juice:FOODON_03301103']	Full Term Match
78_T17	Amaretto	amaretto	amaretto	[]	No Match
78_T18	grenadine	grenadine	grenadine	[]	No Match
78_T19	melon liqueur Midori	melon liqueur midori	melon liqueur midori	['liqueur:FOODON_03301008', 'melon (whole, raw):FOODON_03301593']	Component Match
79_T13	rum	rum	rum	['rum:FOODON_03301614']	Full Term Match
79_T14	apricot brandy	apricot brandy	apricot {prunus armeniaca} brandy	['brandy:FOODON_03301632', 'prunus armeniaca:NCBITAXON_36596']	Component Match
79_T16	creme de banane	creme de banane	creme de banane	[]	No Match
79_T17	pineapple juice	pineapple juice	pineapple {ananas comosus} juice	['31760 - juice, pineapple (efsa foodex2):FOODON_03543176']	Full Term Match
79_T15	orange juice	orange juice	orange juice	['orange juice:FOODON_03301103']	Full Term Match
79_T18	Galliano	galliano	galliano	[]	No Match
80_T7	graham cracker squares	graham cracker square	graham cracker square	['cracker:FOODON_00002711']	Component Match
80_T11	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
80_T12	chocolate chips	chocolate chips	chocolate chips	['38900 - fries (finger chips) (efsa foodex2):FOODON_03543890', 'chocolate:FOODON_03307240']	Component Match
80_T14	chocolate chips milk chocolate	chocolate chips milk	chocolate chips milk	['38900 - fries (finger chips) (efsa foodex2):FOODON_03543890', 'milk chocolate:FOODON_03302806']	Component Match
80_T15	a combo	combo	a combo	[]	No Match
80_T3	jumbo marshmallows	jumbo marshmallow	jumbo marshmallow {althaea officinalis}	['marshmallow:FOODON_03305639']	Component Match
81_T1	fudge	fudge	fudge	['fudge:FOODON_03301728']	Full Term Match
81_T2	vanilla ice cream	vanilla ice cream	vanilla ice cream	['vanilla ice cream:FOODON_03305800']	Full Term Match
81_T6	graham cracker	graham cracker	graham cracker	['cracker:FOODON_00002711']	Component Match
81_T8	chocolate Milk	chocolate milk	chocolate milk	['milk chocolate:FOODON_03302806']	Full Term Match
81_T14	marshmallows	marshmallow	marshmallow {althaea officinalis}	['marshmallow:FOODON_03305639']	Full Term Match
81_T18	milk	milk	milk	['milk:UBERON_0001913']	Full Term Match
81_T21	m		m	[]	No Match
81_T23	marshmallows	marshmallow	marshmallow {althaea officinalis}	['marshmallow:FOODON_03305639']	Full Term Match
82_T11	orange juice	orange juice	orange juice	['orange juice:FOODON_03301103']	Full Term Match
82_T12	pineapple juice	pineapple juice	pineapple {ananas comosus} juice	['31760 - juice, pineapple (efsa foodex2):FOODON_03543176']	Full Term Match
82_T13	Galliano	galliano	galliano	[]	No Match
82_T15	banana liqueur	banana liqueur	banana {musa x paradisiaca} liqueur	['liqueur:FOODON_03301008', 'musa x paradisiaca:NCBITAXON_89151']	Component Match
82_T16	rum	rum	rum	['rum:FOODON_03301614']	Full Term Match
83_T2	capers	caper	caper	['caper food product:FOODON_00001681']	Full Term Match
83_T4	garlic	garlic	garlic {allium sativum}	['allium sativum:NCBITAXON_4682']	Full Term Match
83_T8	baby spinach	baby spinach	baby spinach {spinacia oleracea}	['baby spinach:FOODON_00002977']	Full Term Match
